ECG1,ECG2,ECG3,ECG4,ECG5,ECG6,ECG7
-0.06973234000510771,-0.09626440188210134,0.43224671078873517,-0.19509415316148856,0.221403008361199,-0.08776529351486893,-0.12176258225304401
-0.0685164799059499,-0.09687495834224151,0.4293496148719206,-0.19627235608562082,0.20812385240502398,-0.0860302839824974,-0.12072556948722675
-0.06973234000510771,-0.09519592807685603,0.4305084532386464,-0.20224462608036028,0.19531126138784974,-0.09008955156766851,-0.1205527340262572
-0.06927639246792353,-0.09504328896182099,0.41370529692112185,-0.1915189167020527,0.1817449885461358,-0.09300305814089617,-0.12020706310431811
-0.06942837498031826,-0.09565384542196116,0.3910552742987533,-0.17486156501604472,0.1687529494754997,-0.09182456110004004,-0.1189972148775313
-0.06882044493073936,-0.09565384542196116,0.3644019918640592,-0.15645722278735785,0.15504311819101632,-0.08720878102335354,-0.11951572126043994
-0.06882044493073936,-0.09626440188210134,0.34175196924169066,-0.13447764409923513,0.1415845141813795,-0.07791174881215518,-0.11917005033850085
-0.07187391177066976,-0.09656968011217143,0.31162217170681905,-0.13029299233421363,0.12834124783589684,-0.07791174881215518,-0.11856512622510744
-0.0707962175918708,-0.0947380107317509,0.27680434623382927,-0.13622463464191403,0.11488264382626001,-0.08082525538538284,-0.11873796168607699
-0.07049225256708135,-0.09595912365203126,0.24198652076083954,-0.12793658648594908,0.10131637098454609,-0.08429527445012588,-0.11856512622510744
-0.07003630502989716,-0.09687495834224151,0.19905682672076896,-0.12493013764505984,0.08836022152460236,-0.08661953250292546,-0.11761453118977495
-0.07156994674588031,-0.09656968011217143,0.14569758738016592,-0.13325881348806382,0.07493750712565789,-0.08544103546206934,-0.11778736665074449
-0.07049225256708135,-0.09550120630692611,0.0795911260055787,-0.14337510756078575,0.0619454680550218,-0.08314951343818243,-0.11752811345929018
-0.07094820010426553,-0.09595912365203126,0.01632908607659126,-0.1499161651740718,0.048989318595078074,-0.07676598780021172,-0.11640468296298814
-0.07110018261666025,-0.09656968011217143,-0.0445626026477297,-0.14516272579050368,0.03678685095967401,-0.07093897465375643,-0.11623184750201859
-0.07248184182024868,-0.0974855148023817,-0.10313661463859901,-0.13683404994749968,0.02393837033180738,-0.07211747169461255,-0.11675035388492723
-0.06973234000510771,-0.09809607126252187,-0.15823411152929082,-0.13029299233421363,0.01159234425363386,-0.07617673927978366,-0.11458991062280792
-0.07110018261666025,-0.0974855148023817,-0.20406090148617595,-0.11899849533735943,-0.0006101233817702031,-0.08082525538538284,-0.11536767019717087
-0.07125216512905498,-0.0971802365723116,-0.23134627757544782,-0.10116294072721918,-0.012956149459943726,-0.08429527445012588,-0.11458991062280792
-0.07248184182024868,-0.09672231922720648,-0.2487288530763353,-0.06492304388839207,-0.02458438332426995,-0.08488452297055395,-0.11355289785699066
-0.07110018261666025,-0.09672231922720648,-0.2597378175602307,0.0004875322444685262,-0.03646384446344273,-0.08370602592969782,-0.11338006239602111
-0.07308977186982758,-0.09763815391741673,-0.27253771406542965,0.0944187446787379,-0.04791263027430713,-0.08082525538538284,-0.11242946736068862
-0.07217787679545921,-0.098553988607627,-0.29049970874968,0.20675429934169415,-0.059038409588940244,-0.07905750982409865,-0.1115652900558409
-0.07156994674588031,-0.09870662772266205,-0.30904112261729333,0.31730223577493244,-0.06973351357526499,-0.07850099733258324,-0.11078753048147795
-0.07125216512905498,-0.09977510152790736,-0.3107793801673821,0.4350006451270425,-0.08042861756158971,-0.08314951343818243,-0.10975051771566068
-0.07064423507947606,-0.09962246241287231,-0.3125176377174708,0.5449797939417341,-0.09094427349445264,-0.08370602592969782,-0.10940484679372159
-0.07369770191940649,-0.0974855148023817,-0.3125176377174708,0.6525619092211223,-0.10117281254177662,-0.07732250029172712,-0.10819499856693478
-0.0720258942830645,-0.09763815391741673,-0.31314973137204855,0.7702603185732323,-0.11061178015386859,-0.07270672021504061,-0.10698515034014797
-0.07187391177066976,-0.09931718418280222,-0.30556460751711584,0.8826365009232277,-0.12023019581942238,-0.06979321364181296,-0.10681231487917843
-0.0707962175918708,-0.09901190595273214,-0.2939762238498575,0.9890404132784835,-0.12938204654597543,-0.0692039651213849,-0.10525679573045253
-0.0707962175918708,-0.09901190595273214,-0.28412609773268793,1.0972319438634572,-0.1385338972725285,-0.06805820410944144,-0.10421978296463526
-0.07293778935743285,-0.09916454506776719,-0.27253771406542965,1.2131427349858492,-0.14693206617454185,-0.05876117189824309,-0.10404694750366572
-0.07248184182024868,-0.10008037975797744,-0.2637937518437711,1.3177590291113872,-0.15533023507655525,-0.051821133768757,-0.10188650424154641
-0.07217787679545921,-0.10069093621811763,-0.2527847873598757,1.4283069655446254,-0.16279527410056713,-0.046026856651214365,-0.101281580128153
-0.07172192925827504,-0.10114885356322276,-0.24293466124270613,1.5305668538218988,-0.17076276767427215,-0.03731907296044408,-0.10084949147572915
-0.07384968443180122,-0.10069093621811763,-0.24061698450925448,1.6173475933372965,-0.1774741248737444,-0.02687627973730227,-0.09868904821360984
-0.07217787679545921,-0.09992774064294241,-0.23714046940907696,1.6839363723942895,-0.1843290405159861,-0.0216712511401877,-0.09782487090876212
-0.07293778935743285,-0.10084357533315268,-0.22960802002535907,1.6791829330107213,-0.19057383277645756,-0.0216712511401877,-0.09825695956118598
-0.07217787679545921,-0.10145413179329285,-0.2226549898250041,1.5739572235795978,-0.1966750665941596,-0.02628703121687421,-0.09566442764664282
-0.07369770191940649,-0.10236996648350312,-0.2156492851534343,1.4616216689166415,-0.20263274196909217,-0.03208130833441684,-0.09488666807227986
-0.0720258942830645,-0.10374371851881851,-0.19710787128582097,1.386135426398098,-0.20765728746602324,-0.03384905389570103,-0.09523233899421896
-0.0720258942830645,-0.10343844028874842,-0.17972529578493351,1.3189372320355195,-0.21286128101641616,-0.02628703121687421,-0.09341756665403873
-0.0726338243326434,-0.10236996648350312,-0.16634598009637164,1.2167179714452852,-0.21759870962780833,-0.027465528257730337,-0.09151637658337375
-0.07476157950616957,-0.10450691409399374,-0.14606630867866957,1.0360060194956182,-0.221403008361199,-0.030935547322473382,-0.09168921204434329
-0.0732417543822223,-0.10511747055413391,-0.1141455791224944,0.7898834914130904,-0.22567387203359043,-0.027465528257730337,-0.08909668012980013
-0.07384968443180122,-0.10481219232406383,-0.08285694322089696,0.5122745058753039,-0.23008829414875132,-0.022227763631703097,-0.08849175601640671
-0.07369770191940649,-0.10481219232406383,-0.049197956114633026,0.29174742062737385,-0.23360547599660306,-0.01351997994093281,-0.08805966736398287
-0.07308977186982758,-0.10496483143909886,-0.021333160841998263,0.15978869312455946,-0.23740977472999375,-0.0031099227467036735,-0.08563997091040924
-0.0720258942830645,-0.10618594435937923,-0.01206245390819161,0.07954901122244785,-0.2406398396923066,0.008511367517294264,-0.08425728722265288
-0.0720258942830645,-0.10694913993455445,-0.017856645741820765,0.012960232165454987,-0.24383401504392707,0.014305644634836898,-0.08425728722265288
-0.07369770191940649,-0.10694913993455445,-0.02307141839208701,-0.02925193466811157,-0.24627450857100788,0.01836491222000801,-0.08209684396053359
-0.07232985930785395,-0.10664386170448435,-0.028865610225716168,-0.046478073972666165,-0.24932512547985888,0.02009992175237953,-0.08045490708132291
-0.07141796423348559,-0.10633858347441427,-0.037030153264011795,-0.04765627689679843,-0.25223218394594044,0.02939695396357788,-0.08028207162035336
-0.07049225256708135,-0.10618594435937923,-0.028865610225716168,-0.035183576975811974,-0.2545291190302518,0.040985508198663145,-0.0776895397058102
-0.07172192925827504,-0.105422748784204,-0.017277226558457853,-0.03457416167022632,-0.25725672944287153,0.05257406243374842,-0.07656610920950815
-0.06958035749271299,-0.10618594435937923,-0.010903615541465779,-0.0280737317439793,-0.25941010608441345,0.054898320486548004,-0.0745785014083584
-0.06988432251750244,-0.1067965008195194,-0.014380130641643273,-0.023279664673372124,-0.2613840346724935,0.05375255947460454,-0.07336865318157158
